communication_round,Loss,Accuracy,Time
155,0.006522569331961217,84.5,540.8314027786255
156,0.009419990108800408,85.62,503.1117603778839
157,0.006052782193671417,80.89,559.3830919265747
158,0.007335687316559323,85.13,531.5325794219971
159,0.0054513693547321145,84.09,550.189124584198
160,0.007647535455499972,82.78,490.36139941215515
161,0.007859980848639838,83.78,570.1387982368469
162,0.008324653195769765,84.51,514.5560982227325
163,0.006675248114175721,84.03,554.1707789897919
164,0.00761606638982675,83.12,543.0759797096252
165,0.005774763696393752,85.13,529.180365562439
166,0.006834189391843408,83.65,584.6670281887054
167,0.005956705053319025,82.8,532.7923502922058
168,0.007022873274984022,80.44,564.6114370822906
169,0.006590053762775117,81.06,541.1779382228851
170,0.0052639382953419064,84.21,586.7280354499817
171,0.00761933529106035,83.55,521.8321707248688
172,0.004547968365552032,84.45,560.4915382862091
173,0.0050420354035576685,83.45,626.1769073009491
174,0.005052799167618984,83.74,582.952348947525
175,0.007317759450928639,83.13,448.3790633678436
176,0.004088141106794583,82.53,590.014705657959
177,0.005523141383287077,85.68,516.9353187084198
178,0.006079180874641902,83.82,585.8847990036011
179,0.005292561400743704,84.96,563.921245098114
180,0.004872914131954534,84.85,591.9103047847748
181,0.006745628856101945,82.72,555.3080296516418
182,0.005371361724209014,80.13,546.8300068378448
183,0.003223716347128277,82.37,550.5239715576172
184,0.008606781069611925,84.32,537.9175291061401
185,0.00756795538515409,84.89,550.1080853939056
186,0.0044313897604157,85.85,529.5112590789795
187,0.004183480783773624,84.14,488.2631890773773
188,0.007155037150429262,83.81,488.57459902763367
189,0.00798139019770214,79.39,488.85427236557007
190,0.00972699136016337,84.32,445.6817297935486
191,0.004897071450352047,84.77,445.26243925094604
192,0.006037808328935239,84.91,477.03156566619873
193,0.003611385920569953,84.33,483.5779402256012
194,0.006116181370742039,85.62,458.2195670604706
195,0.004490856219416743,84.31,485.15473985671997
196,0.004052820814484527,83.55,473.88263297080994
197,0.005471153316418969,83.86,470.59927582740784
198,0.005000339510781899,83.05,448.8117587566376
199,0.0030642870766857252,84.14,486.5289373397827
200,0.0044372880448966395,80.84,494.5905113220215
