communication_round,Loss,Accuracy,Time
190,0.007069849528639813,81.79,802.6281661987305
191,0.004844771163713095,83.0,810.6818141937256
192,0.0036745226642957035,84.38,838.3722348213196
193,0.003241226805843252,84.23,841.0748748779297
194,0.006501916195132981,85.07,803.8120143413544
195,0.004153022477135092,83.74,847.5401284694672
196,0.003013112959966246,83.44,829.7085077762604
197,0.0037346235991455577,82.78,807.5206665992737
198,0.005929190049961576,83.44,801.7417323589325
199,0.004921317516778996,83.51,849.1717429161072
200,0.0029342124608206918,81.78,852.0954122543335
